Marca;Modelo;Motor;Combustible;Elemento;Denominacion;Codigo Man;Codigo Wix;Descripcion
JEEP;Grand Cherokee I (Z/ZJ);Limited;;Filtro de combustible;F;WK 713/2;#N/A;
JEEP;Grand Cherokee I (Z/ZJ);Limited;;Filtro de aceite;O;W 920/21;WL7067;
JEEP;Grand Cherokee II (WJ/WG);3.1 TD;Diesel;Filtro de aire;A;C 28 150;WA9478;
JEEP;Grand Cherokee II (WJ/WG);3.1 TD;Diesel;Filtro de aceite;O;HU 932/6 n;WL7007;
JEEP;Grand Cherokee II (WJ/WG);4.0;Nafta;Filtro de aire;A;C 28 150;WA9478;
JEEP;Grand Cherokee II (WJ/WG);4.0;Nafta;Filtro de aceite;O;W 920/6;#N/A;
JEEP;Grand Cherokee II (WJ/WG);4.7 16V V8 Gasolina;Nafta;Filtro de aceite;O;W 920/6;#N/A;
JEEP;Grand Cherokee II (WJ/WG);4.7 16V V8 Gasolina;Nafta;Filtro de aire;A;C 2975;42329;
JEEP;Grand Cherokee II (WJ/WG);4.7 V8;Nafta;Filtro de aire;A;C 28 150;WA9478;
JEEP;Grand Cherokee II (WJ/WG);4.7 V8;Nafta;Filtro de aceite;O;W 920/6;#N/A;
JEEP;Grand Cherokee III (WH);3.0 CRD V6;Diesel;Filtro de combustible;F;WK 842/23 x;WF8353;
JEEP;Grand Cherokee III (WH);3.0 CRD V6;Diesel;Filtro de aceite;O;HU 821 x;WL7416;
JEEP;Grand Cherokee III (WH);3.0 CRD V6;Diesel;Filtro de aire;A;C 2975;42329;
JEEP;Grand Cherokee III (WH);3.0 CRD V6;Diesel;Filtro de transmisión hidráulica;HTF;H 182 KIT;58845;Caja de cambios automática. Código de la caja de cambios W5J400
JEEP;Grand Cherokee III (WH);3.7L;Nafta;Filtro de aceite;O;W 712/43;WL10166;
JEEP;Grand Cherokee III (WH);3.7L;Nafta;Filtro de aire;A;C 2975;42329;
JEEP;Grand Cherokee III (WH);3.7L;Nafta;Filtro de aceite;O;W 719/27;WL10166;
JEEP;Grand Cherokee III (WH);3.7L;Nafta;Filtro de transmisión hidráulica;HTF;H 182 KIT;58845;Caja de cambios automática. Código de la caja de cambios W5J400
JEEP;Grand Cherokee III (WH);4.7 V8;Nafta;Filtro de aire;A;C 2975;42329;
JEEP;Grand Cherokee III (WH);4.7 V8;Nafta;Filtro de aceite;O;W 920/6;#N/A;
JEEP;Grand Cherokee III (WH);4.7 V8;Nafta;Filtro de transmisión hidráulica;HTF;H 182 KIT;58845;Caja de cambios automática. Código de la caja de cambios W5J400
JEEP;Grand Cherokee III (WH);5.7 V8 HEMI;Nafta;Filtro de aceite;O;W 920/45;51372;
JEEP;Grand Cherokee III (WH);5.7 V8 HEMI;Nafta;Filtro de transmisión hidráulica;HTF;H 182 KIT;58845;Caja de cambios automática. Código de la caja de cambios W5J400
JEEP;Grand Cherokee III (WH);5.7 V8 HEMI;Nafta;Filtro de aire;A;C 2975;42329;
JEEP;Grand Cherokee III (WH);5.7 V8 HEMI;Nafta;Filtro de transmisión hidráulica;HTF;H 182 KIT;58845;Caja de cambios automática. Código de la caja de cambios W5J400
JEEP;Grand Cherokee III (WH);6.1 V8 HEMI - SRT8;Nafta;Filtro de aceite;O;W 920/45;51372;
JEEP;Grand Cherokee III (WH);6.1 V8 HEMI - SRT8;Nafta;Filtro de aire;A;C 2975;42329;
JEEP;Grand Cherokee III (WH);6.1 V8 HEMI - SRT8;Nafta;Filtro de aceite;O;W 920/6;51372;
JEEP;Grand Cherokee III (WH);6.1 V8 HEMI - SRT8;Nafta;Filtro de transmisión hidráulica;HTF;H 182 KIT;58845;Caja de cambios automática. Código de la caja de cambios W5J400
JEEP;Grand Cherokee IV (WK/WK2);3.6 V6;Nafta;Filtro de aceite;O;HU 6009 z;WL10010;
JEEP;Grand Cherokee IV (WK/WK2);3.6 V6;Nafta;Filtro de aire;A;C 22 039;49756;
JEEP;Grand Cherokee IV (WK/WK2);3.6 V6;Nafta;Filtro de transmisión hidráulica;HTF;H 50 004;#N/A;Caja de cambios automática. Código de la caja de cambios ZF 8HP
JEEP;Grand Cherokee IV (WK/WK2);3.6 VVT;Nafta;Filtro de aire;A;C 22 039;49756;
JEEP;Grand Cherokee IV (WK/WK2);3.6 VVT;Nafta;Filtro de transmisión hidráulica;HTF;H 50 004;#N/A;Caja de cambios automática. Código de la caja de cambios ZF 8HP
JEEP;Grand Cherokee IV (WK/WK2);5.7 V8 HEMI;Nafta;Filtro de transmisión hidráulica;HTF;H 50 004;#N/A;Caja de cambios automática. Código de la caja de cambios ZF 8HP
JEEP;Grand Cherokee IV (WK/WK2);5.7 V8 HEMI;Nafta;Filtro de aire;A;C 22 039;49756;
JEEP;Grand Cherokee IV (WK/WK2);5.7 V8 HEMI;Nafta;Filtro de aceite;O;W 920/45;51372;
JEEP;Grand Cherokee IV (WK/WK2);5.7 V8 HEMI;Nafta;Filtro de aire;A;C 22 039;49756;
JEEP;Grand Cherokee IV (WK/WK2);6.4 V8 SR-T;Nafta;Filtro de transmisión hidráulica;HTF;H 50 004;#N/A;Caja de cambios automática. Código de la caja de cambios ZF 8HP
JEEP;Grand Cherokee IV (WK/WK2);6.4 V8 SR-T;Nafta;Filtro de aire;A;C 22 039;49756;
JEEP;Grand Cherokee IV (WK/WK2);6.4 V8 SR-T;Nafta;Filtro de aceite;O;W 920/45;51372;
JEEP;Patriot;2.0 16V;Nafta;Filtro de aceite;O;W 7056;WL7530;
JEEP;Patriot;2.0 16V;Nafta;Filtro de aceite;O;W 7030;WL7530;
JEEP;Patriot;2.0 16V;Nafta;Filtro de aire de cabina;CA;CU 2227;WP2062;
JEEP;Patriot;2.4 16V;Nafta;Filtro de aceite;O;W 7056;WL57060;
JEEP;Patriot;2.4 16V;Nafta;Filtro de aceite;O;W 7030;WL57060;
JEEP;Patriot;2.4 16V;Nafta;Filtro de aire;A;C 33 007;49192;
JEEP;Patriot;2.4 16V;Nafta;Filtro de aire de cabina;CA;CU 2227;WP2062;
JEEP;Renegade (BU);1.3 16V T270 Turbo;Nafta/Flexi;Filtro de aceite;O;W 7003;WL7427;
JEEP;Renegade (BU);1.3 16V T270 Turbo;Nafta/Flexi;Filtro de aceite;O;W 79;WL7427;
JEEP;Renegade (BU);1.3 16V T270 Turbo;Nafta/Flexi;Filtro de combustible;F;WK 58;WF10295;
JEEP;Renegade (BU);1.3 16V T270 Turbo;Nafta/Flexi;Filtro de aire de cabina;CA;CU 16 005;WP2114;
JEEP;Renegade (BU);1.3 16V T270 Turbo;Nafta/Flexi;Filtro de aire;A;C 31 028/1;WA9937;
JEEP;Renegade (BU);1.8;Nafta/Flexi;Filtro de aceite;O;HU 816/2 x;WL7300;
JEEP;Renegade (BU);1.8;Nafta/Flexi;Filtro de aire;A;C 21 002/1;WA10461;
JEEP;Renegade (BU);1.8;Nafta/Flexi;Filtro de aire de cabina;CA;CU 16 005;WP2114;
JEEP;Renegade (BU);1.8;Nafta/Flexi;Filtro de combustible;F;WK 58/6;WF10843;
JEEP;Renegade (BU);2.0 Trailhawk;Diesel;Filtro de aire;A;C 21 002/1;WA10461;
JEEP;Renegade (BU);2.0 Trailhawk;Diesel;Filtro de aire de cabina;CA;CU 16 005;WP2114;
JEEP;Renegade (BU);2.0 Trailhawk;Diesel;Filtro de combustible;F;PU 7005/1;WF8494;
JEEP;Renegade (BU);2.0 Trailhawk;Diesel;Filtro de aceite;O;HU 8006 z;WL7479;
JEEP;Renegade (BU);2.4 16V SOHC;Nafta;Filtro de aceite;O;W 7030;WL57060;
JEEP;Renegade (BU);2.4 16V SOHC;Nafta;Filtro de aire;A;C 21 002/1;WA10461;
JEEP;Renegade (BU);2.4 16V SOHC;Nafta;Filtro de combustible;F;WK 58/6;WF10843;
JEEP;Wrangler I (YJ);4.0;Nafta;Filtro de aire;A;C 3474;WA6161;
JEEP;Wrangler I (YJ);4.0;Nafta;Filtro de aceite;O;W 930/20;#N/A;
JEEP;Wrangler I (YJ);4.0;Nafta;Filtro de combustible;F;WK 713/2;#N/A;
JEEP;Wrangler II (TJ);4.0;Nafta;Filtro de aceite;O;W 920/6;#N/A;
JEEP;Wrangler II (TJ);4.0;Nafta;Filtro de combustible;F;WK 713/2;#N/A;
JEEP;Wrangler II (TJ);4.0;Nafta;Filtro de aire;A;C 3474;WA6161;
JEEP;Wrangler II (TJ);4.0;Nafta;Filtro de aceite;O;W 920/6;#N/A;
JEEP;Wrangler II (TJ);4.0;Nafta;Filtro de aire;A;C 3474;WA6161;
JEEP;Wrangler II (TJ);4.0;Nafta;Filtro de combustible;F;WK 713/2;#N/A;
JEEP;Wrangler III (JK);3.6 V6;Nafta;Filtro de aceite;O;HU 6009 z;WL10010;
JETOUR / ??(??);X70 PLUS;1.6T DVVT;Nafta;Filtro de aire de cabina;CA;FP 1919;WP9290;Filtro de cabina biofuncional
JETOUR / ??(??);X70 PLUS;1.6T DVVT;Nafta;Filtro de aire de cabina;CA;CU 1919;WP9290;Filtro de cabina monofuncional
KIA MOTORS;Avella;1.5 SOHC;Nafta;Filtro de aceite;O;W 67/1;WL10466A;
KIA MOTORS;Besta;2.2 Diesel Furgón/Van;;Filtro de aceite;O;W 1114/80;WL7573;
KIA MOTORS;Besta;2.2 Diesel Furgón/Van;;Filtro de aceite;O;WP 928/81;WL7573;
KIA MOTORS;Besta;2.2 Diesel Furgón/Van;;Filtro de combustible;F;WK 940/11 x;WF33128;
KIA MOTORS;Besta;2.7 8V Diesel;Diesel;Filtro de aceite;O;WP 928/81;WL7154;
KIA MOTORS;Besta;Diesel Furgón/Van;;Filtro de aceite;O;W 1114/80;WL10466A;
KIA MOTORS;Besta;Diesel Furgón/Van;;Filtro de aceite;O;W 67/1;WL10466A;
KIA MOTORS;Besta;Diesel Furgón/Van;;Filtro de combustible;F;WK 940/11 x;WF33128;
KIA MOTORS;Besta;Minibus;;Filtro de aceite;O;W 1114/80;WL10466A;
KIA MOTORS;Besta;Minibus;;Filtro de aceite;O;W 67/1;WL10466A;
KIA MOTORS;Besta;Minibus;;Filtro de combustible;F;WK 940/11 x;WF33128;
KIA MOTORS;Bongo III;2.7 8V Diesel;Diesel;Filtro de aire;A;C 18 209;#N/A;
KIA MOTORS;Bongo III;2.7 8V Diesel;Diesel;Filtro de combustible;F;WK 940/11 x;WF33128;
KIA MOTORS;Bongo III;2.9 TDiC;Diesel;Filtro de aceite;O;W 930/26;WL7409;
KIA MOTORS;Bongo III;2.9 TDiC;Diesel;Filtro de aire;A;C 16 006;#N/A;
KIA MOTORS;Bongo III;2.9 TDiC;Diesel;Filtro de aceite;O;W 930/26;WL7409;
KIA MOTORS;Carens I (FC);1.8 16V;Nafta;Filtro de aceite;O;W 67/1;WL10466A;
KIA MOTORS;Carens II (FJ);1.8 16V;Nafta;Filtro de aceite;O;W 67/1;WL10466A;
KIA MOTORS;Carens II (FJ);2.0 CRDi;Diesel;Filtro de aceite;O;HU 718 x;WL7412;
KIA MOTORS;Carens II (FJ);2.0 CRDi;Diesel;Filtro de combustible;F;WK 854/6;WF8277;
KIA MOTORS;Carens II (FJ);2.0 CRDi;Diesel;Filtro de aceite;O;W 830/3;WL7412;
KIA MOTORS;Carens III (UN);2.0 16V;Nafta;Filtro de combustible;F;WK 854/6;WF8277;
KIA MOTORS;Carens III (UN);2.0 16V;Nafta;Filtro de aceite;O;W 811/80;WL7171;
KIA MOTORS;Carens III (UN);2.0 16V;Nafta;Filtro de aire de cabina;CA;CU 2336;WP9302;Con aire acondicionado
KIA MOTORS;Carens III (UN);2.0 CRDi;Diesel;Filtro de aire de cabina;CA;CU 2336;WP9302;Con aire acondicionado
KIA MOTORS;Carens III (UN);2.0 CRDi;Diesel;Filtro de combustible;F;WK 854/6;WF8277;
KIA MOTORS;Carens III (UN);2.0 CRDi;Diesel;Filtro de aceite;O;HU 822/5 x;WL7462;Volante a la izquierda
KIA MOTORS;Carens III (UN);2.0 CRDi;Diesel;Filtro de combustible;F;WK 824/3;WF8277;
KIA MOTORS;Carens III (UN);2.0 CRDi 115;Diesel;Filtro de aire de cabina;CA;CU 2336;WP9302;Con aire acondicionado
KIA MOTORS;Carens III (UN);2.0 CRDi 115;Diesel;Filtro de combustible;F;WK 824/3;WF10734A;
KIA MOTORS;Carnival I / Sedona I (UP);2.9 16V TDI LS / GS;Diesel;Filtro de aceite;O;WP 928/81;WL7573;
KIA MOTORS;Carnival II / Sedona II (GQ);2.5 V6;Nafta;Filtro de aceite;O;W 830/3;WL7171;
KIA MOTORS;Carnival II / Sedona II (GQ);2.5 V6;Nafta;Filtro de aceite;O;W 811/80;WL7171;
KIA MOTORS;Carnival II / Sedona II (GQ);2.5 V6;Nafta;Filtro de aceite;O;W 610/3;WL7171;
KIA MOTORS;Carnival II / Sedona II (GQ);2.9 CRDi;Diesel;Filtro de combustible;F;WK 8069;WF33128;
KIA MOTORS;Carnival II / Sedona II (GQ);2.9 CRDi;Diesel;Filtro de aceite;O;W 930/26;WL10678A;
KIA MOTORS;Carnival II / Sedona II (GQ);2.9 CRDi;Diesel;Filtro de combustible;F;WK 940/11 x;WF33128;
KIA MOTORS;Carnival II / Sedona II (GQ);2.9 CRDi;Diesel;Filtro de aceite;O;W 930/26;WL10678A;
KIA MOTORS;Carnival III (YP);2.2 CRDi;Diesel;Filtro de aire;A;C 30 027;WA9936;
KIA MOTORS;Carnival III (YP);2.2 CRDi;Diesel;Filtro de aire;A;C 30 027;WA9936;
KIA MOTORS;Carnival III (YP);2.2 CRDi;Diesel;Filtro de aceite;O;HU 7027 z;WL7478;
KIA MOTORS;Carnival III (YP);2.2 CRDi;Diesel;Filtro de aire;A;C 30 027;WA9936;
KIA MOTORS;Carnival III (YP);2.9;Diesel;Filtro de aire;A;C 30 027;WA9936;
KIA MOTORS;Carnival III / Sedona III (VQ);2.7 V6;Nafta;Filtro de aire de cabina;CA;CU 2434;#N/A;
KIA MOTORS;Carnival III / Sedona III (VQ);2.7 V6;Nafta;Filtro de aceite;O;W 811/80;WL7171;
KIA MOTORS;Carnival III / Sedona III (VQ);2.7 V6;Nafta;Filtro de aceite;O;W 811/80;WL7171;
KIA MOTORS;Cerato I (LD);1.6 CRDi;Diesel;Filtro de aire de cabina;CA;CU 2434;#N/A;
KIA MOTORS;Cerato I (LD);1.6 CRDi;Diesel;Filtro de combustible;F;WK 8019/1;WF8395;
KIA MOTORS;Cerato I (LD);2.0 CRDi;Diesel;Filtro de aire de cabina;CA;CU 2434;#N/A;
KIA MOTORS;Cerato I (LD);2.0 CRDi;Diesel;Filtro de aceite;O;HU 718 x;WL7426;
KIA MOTORS;Cerato I (LD);2.0 CRDi;Diesel;Filtro de aceite;O;W 830/3;WL7426;
KIA MOTORS;Cerato I (LD);2.0 CRDi;Diesel;Filtro de combustible;F;WK 8205;WF8395;
KIA MOTORS;Cerato I (LD);Forte 2.0;Nafta;Filtro de aire de cabina;CA;CU 2434;#N/A;
KIA MOTORS;Cerato II / Forte (TD);1.6;Nafta;Filtro de aire de cabina;CA;CU 2336;WP9302;
KIA MOTORS;Cerato II / Forte (TD);1.6;Nafta;Filtro de aceite;O;W 811/80;WL7171;
KIA MOTORS;Cerato II / Forte (TD);1.6;Nafta;Filtro de aire;A;C 2029;49070;
KIA MOTORS;Cerato II / Forte (TD);1.6 CVVT;Nafta;Filtro de aire de cabina;CA;CU 2336;WP9302;
KIA MOTORS;Cerato II / Forte (TD);1.6 CVVT;Nafta;Filtro de aceite;O;W 811/80;WL7171;
KIA MOTORS;Cerato II / Forte (TD);1.6 CVVT;Nafta;Filtro de aire;A;C 2029;49070;
KIA MOTORS;Cerato II / Forte (TD);2.0;Nafta;Filtro de aire de cabina;CA;CU 2336;WP9302;
KIA MOTORS;Cerato II / Forte (TD);2.0;Nafta;Filtro de aceite;O;W 811/80;WL7171;
KIA MOTORS;Cerato II / Forte (TD);2.0;Nafta;Filtro de aire;A;C 2029;49070;
KIA MOTORS;Cerato III;2.0 MPi;Nafta;Filtro de aire;A;C 26 022;#N/A;
KIA MOTORS;Cerato III;2.0 MPi;Nafta;Filtro de aceite;O;W 811/80;WL7171;
KIA MOTORS;Cerato III;2.0 MPi;Nafta;Filtro de aire de cabina;CA;CU 24 013;#N/A;
KIA MOTORS;Cerato IV (BD, BDM);2.0 MPi;Nafta;Filtro de aire;A;C 24 054;#N/A;
KIA MOTORS;Cerato IV (BD, BDM);2.0 MPi;Nafta;Filtro de aceite;O;W 811/80;WL7171;
KIA MOTORS;Cerato IV (BD, BDM);2.0 MPi;Nafta;Filtro de aire de cabina;CA;CU 24 013;#N/A;
KIA MOTORS;Cerato Koup / Forte Koup;2.0;Nafta;Filtro de aire;A;C 2029;49070;
KIA MOTORS;Cerato Koup / Forte Koup;2.0;Nafta;Filtro de aceite;O;W 811/80;WL7171;
KIA MOTORS;Cerato Koup / Forte Koup;2.0;Nafta;Filtro de aire de cabina;CA;CU 2336;WP9302;
KIA MOTORS;Ceres;"Ceres 4x2; 4x4";;Filtro de combustible;F;WK 940/11 x;WF33128;
KIA MOTORS;Clarus;2.0 16V Gasolina;Nafta;Filtro de aceite;O;W 610/2;51357;
KIA MOTORS;Clarus;2.0i 16V;Nafta;Filtro de aceite;O;W 67/1;WL10466A;
KIA MOTORS;Grand Carnival (VQ);2.9 CRDi;Diesel;Filtro de aceite;O;W 930/26;WL7409;
KIA MOTORS;Grand Carnival (VQ);2.9 CRDi;Diesel;Filtro de aire de cabina;CA;CU 2434;#N/A;
KIA MOTORS;Grand Carnival (VQ);2.9 CRDi;Diesel;Filtro de aceite;O;W 930/26;WL7409;
KIA MOTORS;Grand Carnival (VQ);3.8 24V DOHC VVT;Nafta;Filtro de aire de cabina;CA;CU 2434;#N/A;
KIA MOTORS;K-Serie;K 2400 2.4 D;;Filtro de combustible;F;WK 940/11 x;WF33128;Parcialmente / o
KIA MOTORS;K-Serie;K 2500 2.5 CRDi;Diesel;Filtro de aceite;O;W 930/26;WL7409;
KIA MOTORS;K-Serie;K 2500 2.5 CRDi;Diesel;Filtro de combustible;F;WK 940/11 x;WF33128;
KIA MOTORS;K-Serie;K 2500 2.5 CRDi;Diesel;Filtro de aire;A;C 16 006;#N/A;
KIA MOTORS;K-Serie;K 2500 2.5 CRDi;Diesel;Filtro de aire;A;C 16 007;#N/A;Norma de emisiones Euro 3
KIA MOTORS;K-Serie;K 2500 2.5 D;Diesel;Filtro de aceite;O;W 930/26;WL7409;
KIA MOTORS;K-Serie;K 2500 2.5 D;Diesel;Filtro de combustible;F;WK 940/11 x;WF33128;
KIA MOTORS;K-Serie;K 2500 2.5 D;Diesel;Filtro de aire;A;C 16 007;#N/A;
KIA MOTORS;K-Serie;K 2500 2.5 D;Diesel;Filtro de aceite;O;W 930/26;WL7409;
KIA MOTORS;K-Serie;K 2700;;Filtro de aceite;O;W 930/26;WL7409;
KIA MOTORS;K-Serie;K 2700;;Filtro de aire;A;C 18 209;#N/A;
KIA MOTORS;K-Serie;K 2700;;Filtro de aceite;O;W 930/26;WL7409;
KIA MOTORS;K-Serie;K 2700 2.7 D;Diesel;Filtro de aceite;O;W 1035;WL10678A;
KIA MOTORS;K-Serie;K 2700 2.7 D;Diesel;Filtro de combustible;F;WK 940/11 x;WF33128;
KIA MOTORS;K-Serie;K 2700 2.7 D;Diesel;Filtro de aceite;O;W 930/26;WL10678A;
KIA MOTORS;K-Serie;K 2900 CRDi;Diesel;Filtro de aceite;O;W 930/26;WL7409;
KIA MOTORS;K-Serie;K 2900 CRDi;Diesel;Filtro de aire;A;C 16 007;#N/A;
KIA MOTORS;K-Serie;K 2900 CRDi;Diesel;Filtro de aceite;O;W 930/26;WL7409;
KIA MOTORS;K-Serie;K 3500 3.5 D;;Filtro de aceite;O;W 1035;#N/A;
KIA MOTORS;K-Serie;K 3600 3.6 D;;Filtro de aceite;O;W 1035;#N/A;
KIA MOTORS;K2700;2.7D;Diesel;Filtro de aire;A;C 18 209;#N/A;
KIA MOTORS;K2700;2.7D;Diesel;Filtro de combustible;F;WK 940/11 x;WF33128;
KIA MOTORS;K2700;2.7D;Diesel;Filtro de aceite;O;W 930/26;WL10678A;
KIA MOTORS;K2700;2.7D;Diesel;Filtro de aceite;O;W 930/26;WL10678A;
KIA MOTORS;K2700;2.7D;Diesel;Filtro de aceite;O;W 930/26;WL10678A;
KIA MOTORS;K2700;2.7D;Diesel;Filtro de aceite;O;W 930/26;WL10678A;
KIA MOTORS;Magentis II (MG);2.0 16V;Nafta;Filtro de aire de cabina;CA;CU 2362;WP9298;
KIA MOTORS;Magentis II (MG);2.0 16V;Nafta;Filtro de aceite;O;W 811/80;WL7171;
KIA MOTORS;Magentis II (MG);2.0 16V;Nafta;Filtro de aire;A;C 2632/1;WA6731;
KIA MOTORS;Magentis II (MG);2.0 16V;Nafta;Filtro de aire de cabina;CA;CU 2362;WP9298;
KIA MOTORS;Magentis II (MG);2.7 V6;Nafta;Filtro de aire de cabina;CA;CU 2362;WP9298;
KIA MOTORS;Magentis II (MG);2.7 V6;Nafta;Filtro de aceite;O;W 811/80;WL7171;
KIA MOTORS;Magentis II (MG);2.7 V6;Nafta;Filtro de aire;A;C 2632/1;WA6731;
KIA MOTORS;Mohave;3.8 24V V6 Gasolina;Nafta;Filtro de aire de cabina;CA;CU 2434;#N/A;
KIA MOTORS;Mohave;3.8 24V V6 Gasolina;Nafta;Filtro de aceite;O;HU 7001 x;#N/A;
KIA MOTORS;Mohave;3.8 24V V6 Gasolina;Nafta;Filtro de aire de cabina;CA;CU 2434;#N/A;
KIA MOTORS;Mohave;3.8T;Nafta;Filtro de aceite;O;HU 7001 x;#N/A;
KIA MOTORS;Mohave;3.8T;Nafta;Filtro de aire de cabina;CA;CU 2434;#N/A;
KIA MOTORS;Opirus;3.5 V6;Nafta;Filtro de aceite;O;W 811/80;WL7171;
KIA MOTORS;Picanto I (BA);1.0;Nafta;Filtro de aire de cabina;CA;CU 1910;WP9344;Con aire acondicionado
KIA MOTORS;Picanto I (BA);1.0;Nafta;Filtro de aire de cabina;CA;CU 1910;WP9344;Con aire acondicionado
KIA MOTORS;Picanto I (BA);1.1;Nafta;Filtro de aire de cabina;CA;CU 1910;WP9344;Con aire acondicionado
KIA MOTORS;Picanto I (BA);1.1;Nafta;Filtro de aceite;O;W 67/1;WL10466A;
KIA MOTORS;Picanto I (BA);1.1;Nafta;Filtro de aire de cabina;CA;CU 1910;WP9344;Con aire acondicionado
KIA MOTORS;Picanto II (TA);1.2;Nafta;Filtro de aire de cabina;CA;CU 1910;WP9344;
KIA MOTORS;Pregio;2.7 8V Furgón;;Filtro de aceite;O;W 1035;#N/A;
KIA MOTORS;Pregio;2.7 8V Minibus STD;;Filtro de aceite;O;W 1035;#N/A;
KIA MOTORS;Pregio;2.7 D;Diesel;Filtro de aceite;O;W 930/26;WL7409;
KIA MOTORS;Pregio;2.7 D;Diesel;Filtro de combustible;F;WK 940/11 x;WF33128;
KIA MOTORS;Pregio;2.7 D;Diesel;Filtro de aceite;O;W 930/26;WL7409;
KIA MOTORS;Pregio;2.7 D;Diesel;Filtro de aceite;O;W 1035;WL7409;
KIA MOTORS;Pride;1.1i 8V Pop STD;;Filtro de aceite;O;W 67/1;WL10466A;
KIA MOTORS;Pride;1.3 GLXi;Nafta;Filtro de aceite;O;W 811/80;WL7171;
KIA MOTORS;Pride;1.3 GLXi;Nafta;Filtro de aceite;O;W 67/1;WL7171;
KIA MOTORS;Rio II (JB);1.6;Nafta;Filtro de aceite;O;W 811/80;WL7171;
KIA MOTORS;Rio II (JB);1.6;Nafta;Filtro de aire de cabina;CA;CU 2336;WP9302;
KIA MOTORS;Rio III (UB);1.4;Nafta;Filtro de aire de cabina;CA;CU 2336;WP9302;Pais de fabricación del vehiculo Republica Checa. Pais de fabricación del vehiculo Corea del Sur
KIA MOTORS;Rio III (UB);1.4;Nafta;Filtro de aire de cabina;CA;CU 2336;WP9302;
KIA MOTORS;Rio III (UB);1.4;Nafta;Filtro de aceite;O;W 811/80;WL7171;Pais de fabricación del vehiculo Rusia
KIA MOTORS;Rio IV (FB, SC, YB);1.6;Nafta;Filtro de aire;A;C 26 048;#N/A;
KIA MOTORS;Rio IV (FB, SC, YB);1.6;Nafta;Filtro de aceite;O;W 811/80;WL7171;
KIA MOTORS;Seltos (SP2, SP2I);1.6 MPi;Nafta;Filtro de aire de cabina;CA;CU 23 019;#N/A;
KIA MOTORS;Seltos (SP2, SP2I);1.6 MPi;Nafta;Filtro de aceite;O;W 811/80;WL7171;
KIA MOTORS;Sephia;1.5 8V Gasolina;Nafta;Filtro de aceite;O;W 67/1;WL10466A;
KIA MOTORS;Sephia;1.5i 16V GTX;;Filtro de aceite;O;W 67/1;WL10466A;
KIA MOTORS;Shuma I (Shepia II);1.8i;Nafta;Filtro de aceite;O;W 67/1;WL10466A;
KIA MOTORS;Sorento I (JC);2.5 CRDi;Diesel;Filtro de combustible;F;WK 854/1;WF10731A;
KIA MOTORS;Sorento I (JC);2.5 CRDi;Diesel;Filtro de aceite;O;W 930/26;WL10678A;
KIA MOTORS;Sorento I (JC);2.5 CRDi;Diesel;Filtro de combustible;F;WK 8205;WF10731A;
KIA MOTORS;Sorento I (JC);2.5 CRDi;Diesel;Filtro de aire;A;C 3033;WA11463A;
KIA MOTORS;Sorento I (JC);2.5 CRDi;Diesel;Filtro de combustible;F;WK 824/3;WF10731A;
KIA MOTORS;Sorento I (JC);2.5 CRDi;Diesel;Filtro de aceite;O;W 930/26;WL10678A;
KIA MOTORS;Sorento I (JC);2.5 CRDi;Diesel;Filtro de combustible;F;WK 8205;WF10731A;
KIA MOTORS;Sorento I (JC);2.5 CRDi;Diesel;Filtro de aire;A;C 3033;WA11463A;
KIA MOTORS;Sorento I (JC);2.5 CRDi;Diesel;Filtro de combustible;F;WK 824/3;WF10731A;
KIA MOTORS;Sorento I (JC);3.5 V6;Nafta;Filtro de aceite;O;W 610/10;WL10489A;
KIA MOTORS;Sorento I (JC);3.5 V6;Nafta;Filtro de aire;A;C 3033;WA11463A;
KIA MOTORS;Sorento I (JC);3.5 V6;Nafta;Filtro de aceite;O;W 610/3;WL10489A;
KIA MOTORS;Sorento I (JC);3.5 V6;Nafta;Filtro de aceite;O;W 811/80;WL10489A;
KIA MOTORS;Sorento I (JC);3.8 24V V6;;Filtro de aceite;O;W 610/3;WL10489A;
KIA MOTORS;Sorento I (JC);3.8 24V V6;;Filtro de aire;A;C 3033;WA11463A;
KIA MOTORS;Sorento I (JC);3.8 24V V6;;Filtro de aire de cabina;CA;CU 2336;WP9302;
KIA MOTORS;Sorento I (JC);3.8 24V V6;;Filtro de aceite;O;W 610/10;WL10489A;
KIA MOTORS;Sorento II (XM);2.2 CRDi;Diesel;Filtro de aire de cabina;CA;CU 2434;#N/A;
KIA MOTORS;Sorento II (XM);2.2 CRDi;Diesel;Filtro de aire de cabina;CA;CU 2434;#N/A;
KIA MOTORS;Sorento II (XM);2.2 CRDi;Diesel;Filtro de combustible;F;WK 824/3;WF10734A;
KIA MOTORS;Sorento II (XM);2.2 CRDi;Diesel;Filtro de aire;A;C 28 011;WA11466A;
KIA MOTORS;Sorento II (XM);2.2 CRDi;Diesel;Filtro de aire;A;C 29 019;WA11466A;
KIA MOTORS;Sorento II (XM);2.2 CRDi;Diesel;Filtro de aceite;O;HU 7027 z;WL7478;
KIA MOTORS;Sorento II (XM);2.4 VVT;Nafta;Filtro de aire de cabina;CA;CU 2434;#N/A;
KIA MOTORS;Sorento II (XM);2.4 VVT;Nafta;Filtro de aceite;O;W 811/80;WL7171;
KIA MOTORS;Sorento II (XM);2.4 VVT;Nafta;Filtro de aire de cabina;CA;CU 2434;#N/A;
